job_id,job_title,company,location,job_description,experience,education,salary,job_type,extracted_skills
JOB09362,Data Analyst,Accenture,Remote,"We are looking for a Data Analyst to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include Excel, SQL, Power BI, Python, Tableau. Candidates should have 0-2 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MCA,₹12-20 LPA,Contract,"['SQL', 'Python', 'Power BI', 'Tableau', 'Excel']"
JOB09363,SQL Developer,Oracle,"Chennai, Tamil Nadu","We are looking for a SQL Developer to join our team at Oracle. The candidate will work on data, software, and business projects. Required skills include ETL, PostgreSQL, MySQL. Candidates should have 1-3 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,MBA,₹3-5 LPA,Internship,"['PostgreSQL', 'SQL', 'Oracle', 'MySQL']"
JOB09364,Java Developer,Amazon,"Bengaluru, Karnataka","We are looking for a Java Developer to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include Java, Git, REST API. Candidates should have 5-8 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,MCA,₹3-5 LPA,Internship,"['Git', 'Java']"
JOB09365,Power BI Developer,Microsoft,"Mumbai, Maharashtra","We are looking for a Power BI Developer to join our team at Microsoft. The candidate will work on data, software, and business projects. Required skills include SQL, Excel, Power BI, DAX. Candidates should have 8-12 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,Any Graduate,Not Disclosed,Internship,"['Power BI', 'SQL', 'Excel']"
JOB09366,DevOps Engineer,Accenture,"Noida, Uttar Pradesh","We are looking for a DevOps Engineer to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include Linux, Kubernetes, AWS, Jenkins, Docker. Candidates should have 5-8 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,MCA,₹12-20 LPA,Part-time,"['AWS', 'Docker', 'Kubernetes']"
JOB09367,Cloud Engineer,Genpact,"Pune, Maharashtra","We are looking for a Cloud Engineer to join our team at Genpact. The candidate will work on data, software, and business projects. Required skills include Docker, AWS, Azure. Candidates should have 3-5 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,M.Tech,₹3-5 LPA,Contract,"['Azure', 'AWS', 'Docker']"
JOB09368,AI Engineer,Zoho,"Kolkata, West Bengal","We are looking for a AI Engineer to join our team at Zoho. The candidate will work on data, software, and business projects. Required skills include Deep Learning, Machine Learning, TensorFlow. Candidates should have Fresher of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,MBA,₹5-8 LPA,Part-time,"['TensorFlow', 'Machine Learning']"
JOB09369,Product Analyst,HCLTech,"Mumbai, Maharashtra","We are looking for a Product Analyst to join our team at HCLTech. The candidate will work on data, software, and business projects. Required skills include SQL, Python, A/B Testing. Candidates should have 8-12 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,B.Tech,₹10-16 LPA,Contract,"['SQL', 'Python']"
JOB09370,AI Engineer,Adobe,"Hyderabad, Telangana","We are looking for a AI Engineer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include Machine Learning, Python, TensorFlow. Candidates should have 1-3 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,MBA,₹10-16 LPA,Full-time,"['TensorFlow', 'Machine Learning', 'Python']"
JOB09371,SQL Developer,Wipro,"Gurugram, Haryana","We are looking for a SQL Developer to join our team at Wipro. The candidate will work on data, software, and business projects. Required skills include SQL, PostgreSQL, Database, MySQL. Candidates should have 1-3 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,M.Tech,₹12-20 LPA,Internship,"['PostgreSQL', 'SQL', 'MySQL']"
JOB09372,DevOps Engineer,Amazon,"Gurugram, Haryana","We are looking for a DevOps Engineer to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include AWS, Jenkins, Docker. Candidates should have Fresher of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,M.Tech,₹5-8 LPA,Internship,"['AWS', 'Docker']"
JOB09373,DevOps Engineer,Deloitte,"Chennai, Tamil Nadu","We are looking for a DevOps Engineer to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include Kubernetes, Docker, Linux, AWS, Jenkins. Candidates should have 1-3 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,MCA,₹3-5 LPA,Full-time,"['AWS', 'Docker', 'Kubernetes']"
JOB09374,Software Engineer,Oracle,"Pune, Maharashtra","We are looking for a Software Engineer to join our team at Oracle. The candidate will work on data, software, and business projects. Required skills include Data Structures, Python, C++. Candidates should have 0-2 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,M.Tech,₹4-7 LPA,Full-time,"['Oracle', 'C++', 'Python']"
JOB09375,Full Stack Developer,IBM,"Jaipur, Rajasthan","We are looking for a Full Stack Developer to join our team at IBM. The candidate will work on data, software, and business projects. Required skills include HTML, JavaScript, React, Node.js, CSS. Candidates should have 3-5 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,M.Sc,₹12-20 LPA,Contract,"['Node.js', 'Java', 'JavaScript', 'HTML', 'CSS', 'React']"
JOB09376,Python Developer,Wipro,"Mumbai, Maharashtra","We are looking for a Python Developer to join our team at Wipro. The candidate will work on data, software, and business projects. Required skills include REST API, SQL, Django, Python, Flask. Candidates should have Fresher of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,M.Tech,₹8-12 LPA,Full-time,"['Django', 'Flask', 'SQL', 'Python']"
JOB09377,Cloud Engineer,Wipro,"Mumbai, Maharashtra","We are looking for a Cloud Engineer to join our team at Wipro. The candidate will work on data, software, and business projects. Required skills include Linux, Azure, AWS, Docker. Candidates should have 1-3 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,MCA,₹3-5 LPA,Part-time,"['Azure', 'AWS', 'Docker']"
JOB09378,Cybersecurity Analyst,Persistent Systems,"Delhi, India","We are looking for a Cybersecurity Analyst to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include Python, SIEM, Networking. Candidates should have Fresher of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,MCA,₹12-20 LPA,Remote,['Python']
JOB09379,Product Analyst,Microsoft,"Hyderabad, Telangana","We are looking for a Product Analyst to join our team at Microsoft. The candidate will work on data, software, and business projects. Required skills include Analytics, Python, SQL. Candidates should have 5-8 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,M.Sc,₹5-8 LPA,Contract,"['SQL', 'Python']"
JOB09380,Product Analyst,Google,"Noida, Uttar Pradesh","We are looking for a Product Analyst to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Analytics, A/B Testing, SQL, Excel, Python. Candidates should have 1-3 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,Any Graduate,₹6-10 LPA,Full-time,"['Excel', 'SQL', 'Python']"
JOB09381,Frontend Developer,Cognizant,"Ahmedabad, Gujarat","We are looking for a Frontend Developer to join our team at Cognizant. The candidate will work on data, software, and business projects. Required skills include CSS, Tailwind CSS, HTML, JavaScript. Candidates should have 1-3 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,M.Tech,₹6-10 LPA,Internship,"['HTML', 'CSS', 'Java', 'JavaScript']"
JOB09382,Software Engineer,Persistent Systems,"Bengaluru, Karnataka","We are looking for a Software Engineer to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include Python, C++, Git. Candidates should have 3-5 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,B.Tech,Not Disclosed,Internship,"['C++', 'Git', 'Python']"
JOB09383,Frontend Developer,Persistent Systems,Remote,"We are looking for a Frontend Developer to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include HTML, React, Tailwind CSS, JavaScript, CSS. Candidates should have 2-5 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,BCA,₹6-10 LPA,Internship,"['Java', 'JavaScript', 'HTML', 'CSS', 'React']"
JOB09384,Data Engineer,Microsoft,"Noida, Uttar Pradesh","We are looking for a Data Engineer to join our team at Microsoft. The candidate will work on data, software, and business projects. Required skills include ETL, Spark, AWS, Python. Candidates should have 3-5 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,B.Tech,₹3-5 LPA,Internship,"['AWS', 'Python']"
JOB09385,Frontend Developer,Google,"Noida, Uttar Pradesh","We are looking for a Frontend Developer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include CSS, Tailwind CSS, React, HTML. Candidates should have 0-2 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,BCA,₹10-16 LPA,Full-time,"['HTML', 'CSS', 'React']"
JOB09386,DevOps Engineer,TCS,"Pune, Maharashtra","We are looking for a DevOps Engineer to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include AWS, Linux, Docker, Kubernetes. Candidates should have 2-5 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,M.Tech,₹5-8 LPA,Remote,"['AWS', 'Docker', 'Kubernetes']"
JOB09387,Backend Developer,Genpact,"Ahmedabad, Gujarat","We are looking for a Backend Developer to join our team at Genpact. The candidate will work on data, software, and business projects. Required skills include Node.js, SQL, Python. Candidates should have 8-12 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,Bachelor's Degree,₹8-12 LPA,Contract,"['Node.js', 'SQL', 'Python']"
JOB09388,Web Developer,Mphasis,"Chennai, Tamil Nadu","We are looking for a Web Developer to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include JavaScript, Git, CSS, HTML. Candidates should have 0-2 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MCA,Not Disclosed,Full-time,"['Java', 'JavaScript', 'HTML', 'CSS', 'Git']"
JOB09389,Cloud Engineer,Accenture,"Kolkata, West Bengal","We are looking for a Cloud Engineer to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include Azure, Docker, AWS, Cloud Computing. Candidates should have 0-2 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,BCA,₹3-5 LPA,Full-time,"['Azure', 'AWS', 'Docker']"
JOB09390,Cloud Engineer,Zoho,"Pune, Maharashtra","We are looking for a Cloud Engineer to join our team at Zoho. The candidate will work on data, software, and business projects. Required skills include Docker, Cloud Computing, Azure, AWS, Linux. Candidates should have Fresher of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,B.Tech,₹12-20 LPA,Internship,"['Azure', 'AWS', 'Docker']"
JOB09391,Software Engineer,Google,"Delhi, India","We are looking for a Software Engineer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Data Structures, Java, C++, Python. Candidates should have Fresher of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,M.Tech,₹10-16 LPA,Internship,"['C++', 'Java', 'Python']"
JOB09392,Frontend Developer,Wipro,"Noida, Uttar Pradesh","We are looking for a Frontend Developer to join our team at Wipro. The candidate will work on data, software, and business projects. Required skills include Tailwind CSS, JavaScript, React, HTML, CSS. Candidates should have 5-8 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,M.Sc,₹5-8 LPA,Remote,"['Java', 'JavaScript', 'HTML', 'CSS', 'React']"
JOB09393,Power BI Developer,Accenture,"Bengaluru, Karnataka","We are looking for a Power BI Developer to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include Excel, Power BI, DAX, SQL, Data Modeling. Candidates should have 0-2 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,Any Graduate,₹8-12 LPA,Contract,"['Power BI', 'SQL', 'Excel']"
JOB09394,DevOps Engineer,Zoho,"Bengaluru, Karnataka","We are looking for a DevOps Engineer to join our team at Zoho. The candidate will work on data, software, and business projects. Required skills include AWS, Kubernetes, Docker. Candidates should have 8-12 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,BCA,₹3-5 LPA,Full-time,"['AWS', 'Docker', 'Kubernetes']"
JOB09395,Power BI Developer,Deloitte,"Bengaluru, Karnataka","We are looking for a Power BI Developer to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include Excel, SQL, Data Modeling, Power BI, DAX. Candidates should have 5-8 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,Bachelor's Degree,₹12-20 LPA,Internship,"['Power BI', 'SQL', 'Excel']"
JOB09396,DevOps Engineer,Amazon,"Kolkata, West Bengal","We are looking for a DevOps Engineer to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include AWS, Kubernetes, Linux, Docker. Candidates should have Fresher of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,Bachelor's Degree,₹12-20 LPA,Full-time,"['AWS', 'Docker', 'Kubernetes']"
JOB09397,Data Engineer,Adobe,"Jaipur, Rajasthan","We are looking for a Data Engineer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include Spark, ETL, Python, SQL, AWS. Candidates should have 1-3 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,Any Graduate,₹12-20 LPA,Full-time,"['AWS', 'SQL', 'Python']"
JOB09398,Data Scientist,Infosys,"Delhi, India","We are looking for a Data Scientist to join our team at Infosys. The candidate will work on data, software, and business projects. Required skills include SQL, Pandas, Machine Learning, Scikit-learn, Python. Candidates should have 8-12 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,BCA,₹8-12 LPA,Contract,"['Scikit-learn', 'SQL', 'Python', 'Pandas', 'Machine Learning']"
JOB09399,Backend Developer,Deloitte,"Kolkata, West Bengal","We are looking for a Backend Developer to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include Java, SQL, Node.js, REST API. Candidates should have 5-8 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,B.Tech,₹5-8 LPA,Full-time,"['Node.js', 'SQL', 'Java']"
JOB09400,Full Stack Developer,Infosys,"Jaipur, Rajasthan","We are looking for a Full Stack Developer to join our team at Infosys. The candidate will work on data, software, and business projects. Required skills include Node.js, JavaScript, HTML. Candidates should have Fresher of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,M.Sc,₹10-16 LPA,Full-time,"['Node.js', 'HTML', 'Java', 'JavaScript']"
JOB09401,Software Engineer,Tech Mahindra,"Pune, Maharashtra","We are looking for a Software Engineer to join our team at Tech Mahindra. The candidate will work on data, software, and business projects. Required skills include Java, C++, Data Structures, Python. Candidates should have 0-2 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,M.Tech,₹4-7 LPA,Remote,"['C++', 'Java', 'Python']"
JOB09402,Software Engineer,LTIMindtree,"Ahmedabad, Gujarat","We are looking for a Software Engineer to join our team at LTIMindtree. The candidate will work on data, software, and business projects. Required skills include Python, C++, Git, Data Structures, Java. Candidates should have 2-5 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,M.Tech,₹4-7 LPA,Contract,"['C++', 'Git', 'Java', 'Python']"
JOB09403,Power BI Developer,Capgemini,"Delhi, India","We are looking for a Power BI Developer to join our team at Capgemini. The candidate will work on data, software, and business projects. Required skills include SQL, DAX, Excel. Candidates should have 0-2 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MBA,₹3-5 LPA,Internship,"['Power BI', 'SQL', 'Excel']"
JOB09404,Software Engineer,Infosys,"Jaipur, Rajasthan","We are looking for a Software Engineer to join our team at Infosys. The candidate will work on data, software, and business projects. Required skills include Java, Python, C++. Candidates should have 0-2 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MBA,Not Disclosed,Internship,"['C++', 'Java', 'Python']"
JOB09405,Python Developer,Microsoft,"Delhi, India","We are looking for a Python Developer to join our team at Microsoft. The candidate will work on data, software, and business projects. Required skills include Flask, Python, REST API, Django, SQL. Candidates should have 1-3 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,Bachelor's Degree,₹8-12 LPA,Full-time,"['Django', 'Flask', 'SQL', 'Python']"
JOB09406,Data Scientist,Cognizant,"Bengaluru, Karnataka","We are looking for a Data Scientist to join our team at Cognizant. The candidate will work on data, software, and business projects. Required skills include Machine Learning, Pandas, SQL, Python, Scikit-learn. Candidates should have 8-12 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,Bachelor's Degree,₹5-8 LPA,Internship,"['Scikit-learn', 'SQL', 'Python', 'Pandas', 'Machine Learning']"
JOB09407,Python Developer,Cognizant,"Gurugram, Haryana","We are looking for a Python Developer to join our team at Cognizant. The candidate will work on data, software, and business projects. Required skills include Flask, SQL, REST API, Django, Python. Candidates should have 3-5 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,Bachelor's Degree,₹4-7 LPA,Remote,"['Django', 'Flask', 'SQL', 'Python']"
JOB09408,DevOps Engineer,LTIMindtree,"Hyderabad, Telangana","We are looking for a DevOps Engineer to join our team at LTIMindtree. The candidate will work on data, software, and business projects. Required skills include Docker, AWS, Kubernetes, Linux. Candidates should have Fresher of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,B.Tech,₹12-20 LPA,Full-time,"['AWS', 'Docker', 'Kubernetes']"
JOB09409,Software Engineer,Persistent Systems,"Bengaluru, Karnataka","We are looking for a Software Engineer to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include C++, Java, Git. Candidates should have 2-5 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,M.Sc,₹6-10 LPA,Internship,"['C++', 'Git', 'Java']"
JOB09410,Data Analyst,Accenture,"Ahmedabad, Gujarat","We are looking for a Data Analyst to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include SQL, Tableau, Python, Excel. Candidates should have Fresher of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,M.Sc,₹8-12 LPA,Remote,"['Tableau', 'Excel', 'SQL', 'Python']"
JOB09411,Cloud Engineer,Adobe,"Hyderabad, Telangana","We are looking for a Cloud Engineer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include Linux, Azure, Docker, Cloud Computing, AWS. Candidates should have 5-8 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,Any Graduate,₹5-8 LPA,Remote,"['Azure', 'AWS', 'Docker']"
JOB09412,Java Developer,Capgemini,"Pune, Maharashtra","We are looking for a Java Developer to join our team at Capgemini. The candidate will work on data, software, and business projects. Required skills include Git, Java, SQL, REST API. Candidates should have 2-5 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,MCA,₹4-7 LPA,Part-time,"['Git', 'SQL', 'Java']"
JOB09413,Database Administrator,TCS,"Kolkata, West Bengal","We are looking for a Database Administrator to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include Database, Oracle, SQL, Linux. Candidates should have 8-12 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,BCA,₹10-16 LPA,Part-time,"['SQL', 'Oracle']"
JOB09414,Software Engineer,Mphasis,"Hyderabad, Telangana","We are looking for a Software Engineer to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include C++, Python, Java. Candidates should have 0-2 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,B.Tech,₹6-10 LPA,Part-time,"['C++', 'Java', 'Python']"
JOB09415,Data Engineer,Google,"Jaipur, Rajasthan","We are looking for a Data Engineer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Spark, Python, AWS, ETL, SQL. Candidates should have 1-3 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,MBA,₹4-7 LPA,Contract,"['AWS', 'SQL', 'Python']"
JOB09416,Data Scientist,Genpact,"Hyderabad, Telangana","We are looking for a Data Scientist to join our team at Genpact. The candidate will work on data, software, and business projects. Required skills include Pandas, Machine Learning, Scikit-learn, Python. Candidates should have Fresher of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,M.Sc,₹6-10 LPA,Part-time,"['Pandas', 'Scikit-learn', 'Machine Learning', 'Python']"
JOB09417,Product Analyst,LTIMindtree,Remote,"We are looking for a Product Analyst to join our team at LTIMindtree. The candidate will work on data, software, and business projects. Required skills include A/B Testing, SQL, Python. Candidates should have Fresher of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,M.Tech,₹4-7 LPA,Remote,"['SQL', 'Python']"
JOB09418,Data Engineer,HCLTech,"Pune, Maharashtra","We are looking for a Data Engineer to join our team at HCLTech. The candidate will work on data, software, and business projects. Required skills include Spark, AWS, ETL, SQL. Candidates should have Fresher of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,M.Sc,₹10-16 LPA,Part-time,"['AWS', 'SQL']"
JOB09419,Machine Learning Engineer,Wipro,"Chennai, Tamil Nadu","We are looking for a Machine Learning Engineer to join our team at Wipro. The candidate will work on data, software, and business projects. Required skills include Python, NLP, TensorFlow, Machine Learning. Candidates should have 8-12 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,MCA,₹5-8 LPA,Full-time,"['TensorFlow', 'Machine Learning', 'Python']"
JOB09420,Software Engineer,Google,"Hyderabad, Telangana","We are looking for a Software Engineer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include C++, Python, Git. Candidates should have 3-5 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,M.Sc,₹8-12 LPA,Contract,"['C++', 'Git', 'Python']"
JOB09421,Java Developer,Deloitte,"Mumbai, Maharashtra","We are looking for a Java Developer to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include Java, REST API, Git. Candidates should have 8-12 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,MBA,₹5-8 LPA,Remote,"['Git', 'Java']"
JOB09422,AI Engineer,Adobe,"Ahmedabad, Gujarat","We are looking for a AI Engineer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include Python, Deep Learning, TensorFlow, NLP. Candidates should have 2-5 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,Bachelor's Degree,₹3-5 LPA,Full-time,"['TensorFlow', 'Python']"
JOB09423,Web Developer,Amazon,"Chennai, Tamil Nadu","We are looking for a Web Developer to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include React, JavaScript, CSS, Git, HTML. Candidates should have 1-3 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,B.Tech,₹12-20 LPA,Contract,"['Java', 'JavaScript', 'HTML', 'CSS', 'React', 'Git']"
JOB09424,DevOps Engineer,Mphasis,"Pune, Maharashtra","We are looking for a DevOps Engineer to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include Jenkins, Linux, Docker, AWS. Candidates should have 0-2 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,B.Tech,Not Disclosed,Contract,"['AWS', 'Docker']"
JOB09425,Java Developer,Tech Mahindra,"Gurugram, Haryana","We are looking for a Java Developer to join our team at Tech Mahindra. The candidate will work on data, software, and business projects. Required skills include SQL, Git, Java, REST API. Candidates should have Fresher of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,M.Sc,₹4-7 LPA,Contract,"['Git', 'SQL', 'Java']"
JOB09426,Power BI Developer,Zoho,"Chennai, Tamil Nadu","We are looking for a Power BI Developer to join our team at Zoho. The candidate will work on data, software, and business projects. Required skills include Data Modeling, DAX, Power BI, Excel, SQL. Candidates should have 5-8 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,B.Tech,₹6-10 LPA,Internship,"['Power BI', 'SQL', 'Excel']"
